From,To,Strength
nm3575147,nm6219447,1
nm3575147,nm2587401,1
nm3575147,nm2778815,1
nm3575147,nm3988089,1
nm3575147,nm3817862,1
nm3575147,nm0059461,1
nm3575147,nm0080385,1
nm3575147,nm9750158,1
nm3575147,nm7233620,1
nm8237564,nm10806242,1
nm8237564,nm2020109,1
nm10806242,nm4045010,1
nm10806242,nm1961459,1
nm10806242,nm9119259,1
nm10806242,nm12732457,1
nm3122771,nm3794287,1
nm3794287,nm2858875,1
nm3794287,nm1296459,1
nm3794287,nm4272103,1
nm3794287,nm0427728,1
nm0450961,nm0595680,1
nm0622860,nm1040948,1
nm0622860,nm3585188,1
nm0622860,nm0384798,1
nm1040948,nm3585188,1
nm1040948,nm0384798,1
nm3585188,nm0384798,1
nm6017002,nm10183124,1
nm6017002,nm2020109,1
nm6017002,nm2527173,1
nm6017002,nm9638687,1
nm6017002,nm10999429,1
nm6017002,nm8223791,1
nm6017002,nm0315872,1
nm6017002,nm0764762,1
nm10183124,nm4521975,1
nm10183124,nm6649988,1
nm10183124,nm7639503,1
nm10183124,nm12569215,1
nm10183124,nm1230844,2
nm10183124,nm11512488,1
nm10183124,nm14486310,1
nm10183124,nm5411911,1
nm10183124,nm4171957,1
nm10183124,nm4736837,1
nm10183124,nm6780701,1
nm10183124,nm6998719,1
nm10183124,nm14272978,1
nm10183124,nm5967305,1
nm10183124,nm5404984,1
nm6917491,nm7444999,2
nm6917491,nm9781807,1
nm6917491,nm2847166,1
nm6917491,nm0542510,1
nm6917491,nm2386716,1
nm6917491,nm12265375,1
nm7444999,nm9781807,1
nm7444999,nm2847166,1
nm7444999,nm0542510,1
nm7444999,nm2386716,1
nm7444999,nm12265375,1
nm7444999,nm0080385,1
nm0127373,nm0832314,1
nm0127373,nm13729612,1
nm0127373,nm13729611,1
nm0127373,nm5623512,1
nm4770373,nm10746258,1
nm4770373,nm9611233,1
nm10746258,nm9611233,1
nm10261645,nm5687735,1
nm10261645,nm10319481,1
nm10261645,nm4486605,1
nm5687735,nm10319481,1
nm5687735,nm4486605,1
nm10319481,nm4486605,1
nm2144988,nm1157028,1
nm2144988,nm0895249,1
nm2144988,nm0529432,1
nm1157028,nm0895249,1
nm1157028,nm0529432,1
nm0895249,nm0529432,1
nm0529432,nm0352230,1
nm0529432,nm0470306,1
nm0529432,nm0440107,1
nm10820790,nm10820789,1
nm1778686,nm1874163,15
nm1778686,nm2137792,3
nm1778686,nm1675673,1
nm1778686,nm0782840,6
nm1778686,nm14957708,1
nm1778686,nm2095800,1
nm1778686,nm3609366,1
nm1778686,nm1867989,1
nm1778686,nm2049893,1
nm1778686,nm3519746,1
nm1778686,nm1040419,1
nm1778686,nm1145982,1
nm1778686,nm13572028,2
nm1778686,nm1069584,1
nm1874163,nm2137792,2
nm1874163,nm1675673,1
nm1874163,nm0782840,6
nm1874163,nm14957708,1
nm1874163,nm2095800,1
nm1874163,nm3609366,1
nm1874163,nm1867989,1
nm1874163,nm2049893,1
nm1874163,nm3519746,1
nm1874163,nm1040419,1
nm1874163,nm1145982,1
nm1874163,nm13572028,2
nm1874163,nm1069584,1
nm2137792,nm0782840,1
nm9278330,nm3961868,1
nm9278330,nm11174188,1
nm9278330,nm10887915,1
nm9278330,nm10855760,1
nm9278330,nm10822872,1
nm9278330,nm9818711,1
nm9278330,nm10853887,1
nm3961868,nm11174188,1
nm3961868,nm10887915,1
nm3961868,nm10855760,1
nm3961868,nm10822872,1
nm3961868,nm9818711,1
nm3961868,nm10853887,1
nm11174188,nm10887915,1
nm11174188,nm10855760,1
nm11174188,nm10822872,1
nm11174188,nm9818711,1
nm11174188,nm10853887,1
nm10887915,nm10855760,1
nm10887915,nm10822872,1
nm10887915,nm9818711,1
nm10887915,nm10853887,1
nm10855760,nm10822872,1
nm10855760,nm9818711,1
nm10855760,nm10853887,1
nm10822872,nm9818711,1
nm10822872,nm10853887,1
nm9818711,nm10853887,1
nm10815334,nm10815335,1
nm10819306,nm3571967,1
nm10819306,nm8554112,1
nm10819306,nm8459909,1
nm10819306,nm0199939,1
nm3571967,nm8554112,1
nm8554112,nm4565980,1
nm8554112,nm11416562,1
nm8554112,nm1834047,1
nm3367906,nm8681254,1
nm3367906,nm0149837,1
nm3367906,nm3359025,3
nm3367906,nm2597881,1
nm3367906,nm4495543,1
nm3367906,nm3373988,1
nm3367906,nm0149816,2
nm3367906,nm8835835,1
nm3367906,nm13994086,1
nm3367906,nm1738026,1
nm3367906,nm10217889,1
nm3367906,nm3374598,1
nm3367906,nm11547810,1
nm3367906,nm11247192,1
nm3367906,nm7253063,1
nm3367906,nm10106612,1
nm3367906,nm14690535,1
nm3367906,nm4929660,1
nm3367906,nm7624990,1
nm8681254,nm3359025,1
nm8681254,nm0149828,1
nm8681254,nm8106015,1
nm8681254,nm6280370,1
nm8681254,nm14296107,1
nm8681254,nm12327990,1
nm8943364,nm8013135,2
nm8943364,nm10839787,1
nm8943364,nm7630834,1
nm8943364,nm6051579,1
nm8943364,nm11936245,1
nm8943364,nm11934364,1
nm8943364,nm11936246,1
nm8943364,nm0329749,1
nm8943364,nm0848308,1
nm8943364,nm6419802,1
nm8943364,nm7630839,1
nm8943364,nm0220814,1
nm8013135,nm10839787,1
nm8013135,nm6051579,1
nm8013135,nm7630839,1
nm10839787,nm11070145,1
nm10839787,nm8691840,1
nm10839787,nm3109755,1
nm10839787,nm3864619,1
nm10839787,nm14141315,1
nm4521975,nm9350574,2
nm4521975,nm8871048,1
nm4521975,nm9574516,1
nm4521975,nm9638687,1
nm4521975,nm0704654,1
nm4521975,nm2500160,1
nm4521975,nm5408984,1
nm4521975,nm4446366,1
nm4521975,nm5115608,1
nm4521975,nm5796361,1
nm4521975,nm10310964,1
nm4521975,nm10146091,1
nm4521975,nm0008713,1
nm4521975,nm9329204,1
nm4521975,nm6446946,1
nm4521975,nm4533261,1
nm9350574,nm8871048,1
nm9350574,nm0754184,2
nm9350574,nm10938062,1
nm9350574,nm7548924,1
nm9350574,nm3163817,1
nm9350574,nm11142564,1
nm9350574,nm8488982,1
nm9350574,nm0704654,1
nm9350574,nm12395177,1
nm9350574,nm1617813,1
nm9350574,nm14036492,1
nm9350574,nm3606427,1
nm9350574,nm8682289,1
nm9350574,nm5199559,1
nm9350574,nm0706485,1
nm9350574,nm5221962,1
nm9350574,nm9327410,1
nm9350574,nm4861046,1
nm9350574,nm1748588,1
nm9350574,nm9922589,1
nm9350574,nm5964931,1
nm9350574,nm3760677,1
nm9350574,nm13213516,1
nm9350574,nm8240723,1
nm9350574,nm6106052,1
nm9350574,nm10352906,1
nm9350574,nm8111864,1
nm1384413,nm12649289,1
nm1384413,nm12649292,1
nm1384413,nm1137593,1
nm1384413,nm0149837,1
nm1384413,nm12833576,1
nm1384413,nm4868196,2
nm1384413,nm3966456,1
nm1384413,nm3359025,1
nm1384413,nm3372981,2
nm1384413,nm13995051,1
nm1384413,nm3711178,1
nm1384413,nm0788903,1
nm1384413,nm0051856,1
nm1384413,nm0244900,1
nm1384413,nm11585164,1
nm1384413,nm11225878,1
nm1384413,nm14108605,1
nm1384413,nm7375734,1
nm1384413,nm6363843,1
nm1384413,nm1778890,1
nm1384413,nm3360405,1
nm1384413,nm3374672,4
nm1384413,nm11472836,1
nm1384413,nm8964889,1
nm1384413,nm0149816,1
nm1384413,nm14670070,1
nm1384413,nm3089625,1
nm1384413,nm8358374,1
nm1384413,nm14708852,1
nm1384413,nm0201911,1
nm1384413,nm4945921,1
nm1384413,nm3354073,1
nm1384413,nm10519154,1
nm1384413,nm0151285,1
nm1384413,nm10339459,1
nm1384413,nm3437506,1
nm1384413,nm1738026,1
nm1384413,nm9716187,1
nm1384413,nm4910628,2
nm1384413,nm13336587,1
nm1384413,nm1306410,1
nm1384413,nm1902543,1
nm1384413,nm3360529,1
nm1384413,nm3873680,1
nm1384413,nm10784606,1
nm1384413,nm1425584,1
nm1384413,nm12076292,2
nm1384413,nm3054665,1
nm1384413,nm3089359,1
nm1384413,nm3368637,1
nm1384413,nm3387450,1
nm1384413,nm1908800,1
nm1384413,nm0154139,1
nm1384413,nm11064551,1
nm1384413,nm7725314,1
nm1384413,nm4704862,1
nm1384413,nm4482523,1
nm1384413,nm13853012,1
nm1384413,nm3818286,1
nm1384413,nm4880714,1
nm1384413,nm1248561,1
nm1384413,nm5071081,1
nm1384413,nm14315552,1
nm1384413,nm0784002,1
nm1384413,nm3684316,1
nm1384413,nm4765999,1
nm1384413,nm6267967,1
nm1384413,nm8168584,1
nm8533749,nm0050959,1
nm8533749,nm7548958,1
nm0050959,nm7548958,1
nm0050959,nm1840504,1
nm0050959,nm1279721,1
nm0050959,nm5480894,1
nm0050959,nm0004730,1
nm5153308,nm3374198,1
nm5153308,nm2842971,1
nm5153308,nm4992200,1
nm3374198,nm2842971,1
nm3374198,nm4992200,1
nm2842971,nm4992200,1
nm2842971,nm0191044,1
nm2842971,nm6553251,1
nm2842971,nm8104326,1
nm2842971,nm0457796,1
nm2842971,nm6201454,1
nm2842971,nm4723712,1
nm2281645,nm3817224,1
nm1140300,nm0135221,1
nm1140300,nm3994408,1
nm1140300,nm0029391,1
nm0135221,nm7035760,1
nm0135221,nm3255459,1
nm0135221,nm0916406,1
nm0135221,nm1320827,1
nm0135221,nm6076321,1
nm0135221,nm6615896,1
nm0135221,nm1102278,1
nm11629947,nm11629942,1
nm11629947,nm11629952,1
nm11629947,nm1223449,1
nm11629942,nm11629952,1
nm11629942,nm1223449,1
nm11629952,nm1223449,1
nm1223449,nm0707399,2
nm1223449,nm4572244,1
nm1223449,nm0149867,1
nm1223449,nm8701924,1
nm1223449,nm2863651,3
nm1223449,nm9202414,1
nm1223449,nm5711339,1
nm1223449,nm6044567,1
nm1223449,nm6171293,1
nm1223449,nm2395418,2
nm1223449,nm7575624,1
nm1223449,nm1332553,1
nm1223449,nm3592766,1
nm1223449,nm3817267,1
nm1223449,nm12031600,1
nm1223449,nm5375105,1
nm1223449,nm6148532,1
nm1223449,nm4015380,2
nm1223449,nm2016623,1
nm1223449,nm4001529,1
nm1223449,nm3809876,1
nm1223449,nm3806676,1
nm1223449,nm4591136,1
nm1223449,nm8078628,1
nm1223449,nm10072675,1
nm5939214,nm2241427,1
nm5939214,nm13564792,1
nm5939214,nm12479004,1
nm5939214,nm4028151,1
nm5939214,nm6098361,1
nm5939214,nm8801016,1
nm5939214,nm4921399,2
nm5939214,nm1335704,1
nm5939214,nm4921260,2
nm5939214,nm6697626,1
nm5939214,nm3154399,1
nm5939214,nm1184326,1
nm5939214,nm0579772,1
nm5939214,nm4939794,1
nm5939214,nm5869061,1
nm5939214,nm9369629,1
nm5939214,nm9369630,1
nm5939214,nm8793835,1
nm2241427,nm13564792,1
nm2241427,nm10965899,1
nm2241427,nm7205423,2
nm2241427,nm8468959,1
nm2241427,nm4921399,1
nm2241427,nm1335704,1
nm2241427,nm9016782,2
nm2241427,nm1335387,3
nm2241427,nm7917727,1
nm2241427,nm1388202,4
nm2241427,nm4710376,1
nm2241427,nm5573352,1
nm2241427,nm3175230,1
nm2241427,nm7561244,1
nm2241427,nm4425773,3
nm2241427,nm1728630,1
nm2241427,nm1004639,1
nm2241427,nm3154399,1
nm2241427,nm8445234,1
nm2241427,nm1475844,1
nm2241427,nm6603487,1
nm2241427,nm5018360,1
nm2241427,nm12250685,1
nm2241427,nm12247625,1
nm2241427,nm2445419,1
nm2241427,nm4710099,1
nm2241427,nm6440625,1
nm2241427,nm6788819,1
nm2241427,nm9045614,1
nm2241427,nm1432530,1
nm2241427,nm8976853,1
nm2241427,nm13485857,1
nm2241427,nm4655134,1
nm2241427,nm7322034,1
nm2241427,nm10174309,1
nm2241427,nm12304442,1
nm2241427,nm9851193,1
nm2241427,nm6444863,1
nm2241427,nm7713449,1
nm2241427,nm9076217,1
nm2241427,nm8511948,1
nm2241427,nm11066392,1
nm10965899,nm7205423,1
nm10965899,nm12731770,1
nm10965899,nm11715091,1
nm10965899,nm9212366,1
nm10965899,nm11137281,1
nm10965899,nm6213877,1
nm10965899,nm6603487,1
nm10965899,nm10365311,1
nm10965899,nm8166767,1
nm10965899,nm9326650,1
nm10965899,nm10352906,1
nm10965899,nm14624214,1
nm10965899,nm13995213,1
nm10965899,nm9367818,1
nm7205423,nm4143935,1
nm7205423,nm1434372,2
nm7205423,nm8344748,1
nm7205423,nm3154399,2
nm7205423,nm6916464,1
nm7205423,nm1411548,1
nm7205423,nm6411762,1
nm7205423,nm6440625,1
nm7205423,nm11635144,1
nm7205423,nm10842498,1
nm7205423,nm6272974,1
nm7205423,nm7931826,1
nm7205423,nm13485857,1
nm7205423,nm8495162,1
nm7205423,nm13031271,1
nm7205423,nm13274784,1
nm8836983,nm10752082,1
nm8836983,nm11585873,1
nm8836983,nm10755170,1
nm10752082,nm11585873,1
nm10752082,nm10755170,1
nm11585873,nm10755170,1
nm0863120,nm5441144,1
nm0863120,nm1004575,1
nm5441144,nm1004575,1
nm5441144,nm7682496,1
nm1004575,nm0820282,1
nm1004575,nm2366974,1
nm1004575,nm11377290,1
nm1004575,nm10388275,1
nm1004575,nm12174249,1
nm1004575,nm12281988,1
nm1004575,nm12176119,1
nm1004575,nm1432957,1
nm1004575,nm2463153,1
nm2406194,nm0832187,1
nm2406194,nm4145157,1
nm2406194,nm0418960,1
nm0832187,nm4145157,1
nm0832187,nm0418960,1
nm4145157,nm0418960,1
nm4145157,nm0182666,1
nm4145157,nm1834115,1
nm4145157,nm0565319,1
nm4145157,nm0724995,1
nm4145157,nm9078978,1
nm4145157,nm2741235,1
nm4145157,nm0117374,1
nm4145157,nm2802083,1
nm4145157,nm2145177,1
nm4145157,nm0236495,1
nm4145157,nm0961093,1
nm4145157,nm5430669,1
nm4667984,nm2345856,1
nm4667984,nm1502434,1
nm2345856,nm1502434,1
nm2345856,nm4150847,1
nm2345856,nm0837177,1
nm2345856,nm4002412,1
nm1502434,nm0592135,1
nm1502434,nm7248827,2
nm1502434,nm1847117,1
nm1502434,nm5623883,1
nm1502434,nm0325989,1
nm2934314,nm1670601,1
nm2934314,nm2796058,1
nm2934314,nm1494168,1
nm2934314,nm0396558,1
nm2934314,nm0177396,1
nm2934314,nm0000538,1
nm2934314,nm2309517,1
nm2934314,nm1822659,1
nm2934314,nm1210124,1
nm2934314,nm3510471,1
nm2934314,nm0001567,1
nm2934314,nm2077552,1
nm2934314,nm0001394,1
nm2934314,nm2570429,1
nm2934314,nm1588066,1
nm2934314,nm0922136,1
nm2934314,nm1362962,1
nm2934314,nm1785575,1
nm2934314,nm7413281,1
nm2934314,nm2660484,1
nm2934314,nm3200920,1
nm2934314,nm2003700,1
nm1670601,nm0019015,1
nm1670601,nm3220170,1
nm1670601,nm0261678,1
nm2584860,nm7270573,1
nm2584860,nm3081796,1
nm2584860,nm5963347,1
nm2584860,nm1041999,1
nm2584860,nm6914446,1
nm2584860,nm11443776,1
nm2584860,nm9940627,1
nm0475737,nm0462017,1
nm0475737,nm0620657,1
nm0475737,nm1328076,1
nm0462017,nm0620657,1
nm0462017,nm1328076,1
nm0620657,nm1328076,1
nm0620657,nm3426369,1
nm0620657,nm0468729,1
nm0620657,nm1428827,1
nm1328076,nm1754210,1
nm1328076,nm2893431,1
nm1328076,nm2057312,1
nm10833338,nm4882830,1
nm10833338,nm10830326,1
nm10833338,nm5780202,1
nm10833338,nm10834150,1
nm10833338,nm10833335,1
nm10833338,nm10833336,1
nm10833338,nm10833337,1
nm4882830,nm10830326,1
nm4882830,nm5780202,1
nm4882830,nm10834150,1
nm4882830,nm10833335,1
nm4882830,nm10833336,1
nm4882830,nm10833337,1
nm10830326,nm5780202,1
nm10830326,nm10834150,1
nm10830326,nm10833335,1
nm10830326,nm10833336,1
nm10830326,nm10833337,1
nm5780202,nm10834150,1
nm5780202,nm10833335,1
nm5780202,nm10833336,1
nm5780202,nm10833337,1
nm10834150,nm10833335,1
nm10834150,nm10833336,1
nm10834150,nm10833337,1
nm10833335,nm10833336,1
nm10833335,nm10833337,1
nm10833336,nm10833337,1
nm13313431,nm13313433,1
nm13313431,nm2983527,1
nm13313431,nm13313435,1
nm13313433,nm2983527,1
nm13313433,nm13313435,1
nm13313433,nm2192551,1
nm13313433,nm9366946,1
nm2983527,nm13313435,1
nm2983527,nm4934903,1
nm2983527,nm15074422,1
nm2983527,nm13537235,1
nm2983527,nm9441913,1
nm2983527,nm1178147,1
nm2983527,nm10340095,1
nm3760302,nm8324884,3
nm3760302,nm2534665,1
nm3760302,nm7299325,1
nm3760302,nm4719034,1
nm3760302,nm7447035,2
nm3760302,nm3594367,2
nm3760302,nm14190201,1
nm3760302,nm2586396,2
nm3760302,nm11577323,1
nm3760302,nm2541232,2
nm3760302,nm6369182,1
nm3760302,nm1836657,1
nm3760302,nm9087642,1
nm3760302,nm8741674,1
nm3760302,nm7219096,1
nm8324884,nm2534665,1
nm8324884,nm7299325,1
nm8324884,nm7447035,1
nm8324884,nm3792384,1
nm8324884,nm3594367,1
nm8324884,nm7640304,1
nm8324884,nm7630088,1
nm8324884,nm2541232,2
nm8324884,nm6369182,1
nm8324884,nm13363510,1
nm8324884,nm1836657,1
nm8324884,nm13336758,1
nm8324884,nm5798583,1
nm8324884,nm8906441,2
nm8324884,nm9087642,1
nm8324884,nm2747851,1
nm8324884,nm13308838,1
nm8324884,nm10681253,1
nm8324884,nm13448776,1
nm8324884,nm10365634,1
nm8324884,nm13080809,1
nm2534665,nm7299325,1
nm2534665,nm1371858,1
nm2534665,nm1263093,1
nm2534665,nm8906441,1
nm0000573,nm0507338,1
nm0000573,nm2019219,1
nm0000573,nm3471005,1
nm0507338,nm2019219,1
nm0507338,nm3471005,1
nm2019219,nm3471005,1
nm3471005,nm3950210,1
nm3471005,nm0756083,1
nm3471005,nm2163204,1
nm10939418,nm10939413,1
nm10939418,nm10939414,1
nm10939418,nm10939415,1
nm10939418,nm10939416,1
nm10939418,nm10939417,1
nm10939418,nm14282114,1
nm10939413,nm10939414,1
nm10939413,nm10939415,1
nm10939413,nm10939416,1
nm10939413,nm10939417,1
nm10939413,nm14282114,1
nm10939414,nm10939415,1
nm10939414,nm10939416,1
nm10939414,nm10939417,1
nm10939414,nm14282114,1
nm10939415,nm10939416,1
nm10939415,nm10939417,1
nm10939415,nm14282114,1
nm10939416,nm10939417,1
nm10939416,nm14282114,1
nm10939417,nm14282114,1
nm0472891,nm0456178,1
nm0472891,nm6388677,1
nm0472891,nm0128032,1
nm0456178,nm6388677,1
nm0456178,nm0128032,1
nm6388677,nm0128032,1
nm6388677,nm9318242,1
nm3823216,nm3768934,1
nm3823216,nm12540016,1
nm3823216,nm0768297,1
nm3823216,nm2352230,1
nm3823216,nm5423482,1
nm3823216,nm7280695,1
nm3823216,nm6421646,1
nm3823216,nm6327552,1
nm3823216,nm7480082,1
nm3823216,nm6199206,1
nm3768934,nm12540016,1
nm3768934,nm2378766,1
nm3768934,nm1836657,1
nm3768934,nm2207567,1
nm3768934,nm4424993,1
nm3768934,nm1294558,1
nm3768934,nm0239267,1
nm3768934,nm2822547,1
nm3768934,nm6661286,1
nm3768934,nm8864186,1
nm3768934,nm0080333,1
nm3081796,nm3680658,1
nm3081796,nm10910136,1
nm3081796,nm10942337,1
nm3081796,nm3034977,1
nm3081796,nm1779870,1
nm3081796,nm2793591,1
nm3081796,nm1221047,1
nm3081796,nm0104526,1
nm3081796,nm0157410,1
nm3081796,nm5262775,1
nm3081796,nm9940627,1
nm3680658,nm10910136,1
nm3680658,nm10942337,1
nm3680658,nm1443295,1
nm3680658,nm3721584,1
nm10910136,nm10942337,1
nm1315809,nm1512156,1
nm1315809,nm2583829,1
nm1315809,nm4272259,1
nm1315809,nm3211555,1
nm1315809,nm2836674,1
nm1512156,nm2583829,1
nm1512156,nm3597590,1
nm1512156,nm0642601,1
nm1512156,nm1462031,1
nm1512156,nm0915487,1
nm8257146,nm9025542,1
nm8257146,nm4886752,1
nm8257146,nm4806622,1
nm8257146,nm3260483,1
nm8257146,nm1682953,1
nm8257146,nm11306782,1
nm8257146,nm0007404,1
nm8257146,nm5194945,1
nm8257146,nm3761004,1
nm8257146,nm5623923,1
nm8257146,nm8176068,1
nm8257146,nm0482285,1
nm8257146,nm8682329,1
nm8257146,nm5316449,1
nm8257146,nm4736209,1
nm9025542,nm3163817,1
nm9025542,nm4861046,1
nm9025542,nm5657066,1
nm9025542,nm10427539,1
nm9025542,nm12618032,1
nm9025542,nm7096616,1
nm9025542,nm10406710,1
nm9025542,nm10406709,1
nm8490058,nm6006955,1
nm8490058,nm13567262,1
nm8490058,nm2563544,1
nm6006955,nm13567262,1
nm6006955,nm2563544,1
nm13567262,nm2563544,1
nm0005443,nm2215143,1
nm0005443,nm6245227,1
nm1111966,nm9704305,1
nm1111966,nm10838005,1
nm1111966,nm9456093,1
nm9704305,nm10838005,1
nm9704305,nm9456093,1
nm10838005,nm9456093,1
nm0376716,nm0004930,1
nm0376716,nm2471798,1
nm0376716,nm5730649,1
nm0376716,nm1933128,1
nm0376716,nm3194762,1
nm0376716,nm0376540,1
nm0376716,nm2319871,1
nm0376716,nm1102577,1
nm0376716,nm0636562,1
nm0376716,nm1130496,1
nm0004930,nm2471798,1
nm6630376,nm1459905,1
nm6630376,nm0576169,1
nm6630376,nm8282140,1
nm6630376,nm8063329,1
nm6630376,nm10899735,1
nm1459905,nm0576169,1
nm0576169,nm5242011,1
nm0576169,nm0621418,1
nm0576169,nm6189601,1
nm0576169,nm5249562,1
nm0576169,nm1230844,1
nm0576169,nm5954277,2
nm0576169,nm1122924,2
nm0576169,nm1572739,1
nm0576169,nm12662864,1
nm0576169,nm6579578,1
nm5315479,nm3344674,1
nm5315479,nm4025229,1
nm5315479,nm4683167,1
nm5315479,nm1484270,1
nm5315479,nm0698998,1
nm5315479,nm5853561,1
nm5315479,nm5853559,1
nm5315479,nm6023730,1
nm5315479,nm0001550,1
nm3344674,nm3880181,1
nm3344674,nm1507708,1
nm3344674,nm0450274,1
nm3344674,nm0654240,1
nm3344674,nm3073902,1
nm3344674,nm0228163,1
nm9286638,nm6269780,1
nm9286638,nm1069587,1
nm9286638,nm6955631,1
nm6269780,nm1069587,1
nm6269780,nm5305841,1
nm6269780,nm9203528,1
nm6269780,nm4045010,1
nm6269780,nm6277267,1
nm6269780,nm3211304,1
nm6269780,nm10180701,1
nm6269780,nm5423482,1
nm1069587,nm0430809,1
nm1069587,nm3087728,1
nm1069587,nm3190246,1
nm1069587,nm0622732,1
nm1069587,nm4990507,1
nm1069587,nm2161624,1
nm0626352,nm0581457,1
nm0626352,nm0613098,1
nm0626352,nm0353796,1
nm0581457,nm0613098,1
nm0581457,nm0353796,1
nm0613098,nm0353796,1
nm1935086,nm3718007,1
nm1935086,nm0365445,1
nm1935086,nm1854664,1
nm1935086,nm0711118,2
nm1935086,nm0272581,1
nm1935086,nm3147751,1
nm1935086,nm3529685,1
nm1935086,nm0000492,1
nm1935086,nm1550948,1
nm1935086,nm0131966,1
nm1935086,nm3813115,1
nm1935086,nm3060479,1
nm1935086,nm2428245,1
nm4983186,nm4226964,1
nm4983186,nm1085809,1
nm4983186,nm0661845,1
nm4983186,nm11169688,1
nm4983186,nm9231119,1
nm4983186,nm13393725,1
nm4983186,nm12087417,1
nm4226964,nm1085809,1
nm4226964,nm0661845,1
nm4226964,nm1865097,1
nm4226964,nm1041999,2
nm4226964,nm1926499,1
nm4226964,nm1030523,1
nm4226964,nm1593460,2
nm4226964,nm2024644,1
nm4226964,nm2634830,1
nm4226964,nm9420714,1
nm4226964,nm11240552,1
nm4226964,nm11169688,1
nm1085809,nm0661845,1
nm0661845,nm1753862,1
nm0661845,nm2339825,1
nm0661845,nm1045684,1
nm0661845,nm1392076,1
nm0661845,nm2987726,1
nm0661845,nm0618520,1
nm0661845,nm11486683,1
nm0661845,nm3015396,1
nm0661845,nm8713021,1
nm0968541,nm2187975,1
nm0968541,nm2045831,1
nm0968541,nm1125711,1
nm0968541,nm0094080,1
nm0968541,nm1215228,1
nm0968541,nm6620975,1
nm0968541,nm2351653,1
nm0968541,nm0362188,1
nm2187975,nm2045831,1
nm2187975,nm10769743,1
nm2187975,nm4055575,1
nm2187975,nm9468837,1
nm2187975,nm8461408,1
nm2187975,nm3474050,1
nm2187975,nm0341948,1
nm2045831,nm4121075,1
nm2045831,nm6914293,1
nm2045831,nm4928333,1
nm2045831,nm3039952,1
nm2045831,nm0476544,1
nm0064155,nm0909626,1
nm0064155,nm10366278,1
nm0064155,nm8213037,1
nm0064155,nm0000616,1
nm0064155,nm0004924,1
nm0064155,nm4848618,1
nm0909626,nm10366278,1
nm0909626,nm8213037,1
nm10366278,nm8213037,1
nm6513996,nm10713655,1
nm6513996,nm6404606,1
nm6513996,nm1010724,1
nm10713655,nm6404606,1
nm10713655,nm1010724,1
nm6404606,nm1010724,1
nm1010724,nm2769343,1
nm1010724,nm1875985,1
nm1294664,nm0000099,1
nm1294664,nm6567391,1
nm1294664,nm3915784,1
nm0000099,nm6567391,1
nm10529328,nm4928007,3
nm10529328,nm0304265,1
nm10529328,nm10529331,1
nm10529328,nm0080248,2
nm10529328,nm13280127,1
nm10529328,nm10529330,1
nm4928007,nm0304265,1
nm4928007,nm10529331,1
nm4928007,nm4792434,1
nm4928007,nm6615501,1
nm4928007,nm0080248,3
nm4928007,nm14092762,1
nm4928007,nm14092763,1
nm4928007,nm14092761,1
nm4928007,nm7059715,1
nm4928007,nm3388887,1
nm4928007,nm5779611,1
nm4928007,nm5097020,1
nm4928007,nm13280127,1
nm4928007,nm5958832,1
nm4928007,nm13758060,1
nm4928007,nm13758036,1
nm4928007,nm13758062,1
nm4928007,nm10754226,1
nm4928007,nm13758063,1
nm4928007,nm12123160,1
nm4928007,nm13758061,1
nm4928007,nm15008270,1
nm4928007,nm15008269,1
nm4928007,nm7011728,1
nm4928007,nm12628104,1
nm4928007,nm10529330,1
nm0304265,nm10529331,1
nm0304265,nm4621799,1
nm0304265,nm1429504,2
nm0304265,nm7639503,1
nm0304265,nm0419688,1
nm0304265,nm1416319,1
nm0304265,nm9534093,1
nm0304265,nm12457511,1
nm0304265,nm1277066,1
nm0304265,nm0158335,1
nm0304265,nm7063828,1
nm0304265,nm8272830,2
nm0304265,nm10092410,1
nm0304265,nm10092408,1
nm0304265,nm13327749,1
nm0304265,nm0359880,1
nm0304265,nm11217238,1
nm0304265,nm1560660,2
nm0304265,nm3606487,1
nm0304265,nm4082417,1
nm0304265,nm10256078,1
nm0304265,nm13111147,1
nm0304265,nm5042676,1
nm0304265,nm4331013,1
nm0304265,nm0790659,1
nm0304265,nm10688420,1
nm0304265,nm1679054,1
nm0304265,nm0632571,1
nm1741856,nm0802251,1
nm1741856,nm1334379,1
nm1741856,nm1590550,1
nm1741856,nm1679372,2
nm1741856,nm1003975,1
nm0802251,nm1334379,1
nm0802251,nm1590550,1
nm0802251,nm3594367,1
nm0802251,nm2430007,1
nm0802251,nm4362492,1
nm0802251,nm1836657,2
nm0802251,nm1263093,1
nm0802251,nm1127958,1
nm0802251,nm3243068,1
nm0802251,nm9176904,1
nm0802251,nm11082552,2
nm0802251,nm13949840,1
nm0802251,nm14627824,1
nm0802251,nm12028451,1
nm1334379,nm1590550,1
nm11009689,nm11009686,1
nm11009689,nm11009684,1
nm11009689,nm10115094,1
nm11009689,nm11069942,1
nm11009686,nm11009684,1
nm2523085,nm4852549,1
nm2523085,nm10199212,1
nm2523085,nm2678312,1
nm2523085,nm0354604,2
nm2523085,nm8758347,1
nm2523085,nm4216969,1
nm2523085,nm4620730,1
nm2523085,nm0594684,1
nm2523085,nm1486831,1
nm2523085,nm2407862,1
nm4852549,nm10199212,1
nm4852549,nm3299397,1
nm4852549,nm2600002,1
nm4852549,nm6974706,1
